ms_zoning,lot_area,land_contour,land_slope,neighborhood,condition_1,bldg_type,house_style,year_built,year_remod_add,mas_vnr_type,garage_area,wood_deck_sf,open_porch_sf,kitchen_qual,bedroom_abvgr,sale_type,saleprice,qual_cond,exter_qual_cond,bsmt_qual_cond,fireplaces_weighted,sq_ft,bsmt_weighted_sf,bath
RM,2592,Lvl,Gtl,MeadowV,Norm,TwnhsE,2Story,1976,1976,None,336.0,182,0,3,3,WD ,85000,15,9,12,0,1112,216.5,1.5
RM,5700,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1926,1950,None,288.0,0,0,3,2,WD ,116900,49,9,9,4,1111,286.0,1.0
RL,2289,Lvl,Gtl,NPkVill,Norm,Twnhs,2Story,1978,1978,None,440.0,28,0,3,3,WD ,148500,36,9,9,3,1441,583.0,2.5
RL,12180,Lvl,Gtl,Edwards,Norm,2fmCon,1.5Fin,1941,1950,None,280.0,0,0,2,2,WD ,80000,16,6,12,0,924,510.0,1.0
RL,7400,Lvl,Gtl,Sawyer,Norm,1Fam,SFoyer,1984,1984,None,506.0,178,0,3,2,WD ,152000,25,9,12,0,1126,104.0,1.0
RL,8842,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1954,1954,None,319.0,60,0,3,3,Oth,155891,30,12,6,0,992,190.5,1.0
RL,8850,Bnk,Gtl,BrkSide,Norm,1Fam,1.5Fin,1920,1950,None,576.0,0,54,4,3,WD ,165000,42,12,9,0,1376,384.0,1.0
FV,9215,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2009,2010,None,676.0,0,136,4,2,New,204500,35,12,12,0,1218,609.0,2.0
RL,9480,Lvl,Gtl,NAmes,Artery,1Fam,2Story,1942,1995,Stone,312.0,168,0,4,3,WD ,146500,35,9,9,8,1644,557.0,1.5
RL,11880,Lvl,Gtl,NWAmes,RRAn,1Fam,1Story,1978,1978,BrkFace,478.0,0,0,3,3,COD,157000,35,9,12,3,1601,987.5,2.0
RM,10800,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1890,1999,None,342.0,0,299,3,5,WD ,184000,49,9,9,4,2495,656.5,2.0
RL,7861,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2002,2003,None,393.0,100,75,4,3,WD ,183200,30,12,12,4,1509,620.0,2.5
RL,11616,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1962,1962,BrkFace,288.0,0,20,3,3,WD ,139000,25,9,9,1,1092,296.0,1.0
RL,10542,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1993,1994,BrkFace,983.0,250,154,4,3,WD ,341000,35,12,12,3,2418,1242.0,2.5
RM,1680,Lvl,Gtl,BrDale,Norm,Twnhs,2Story,1971,1971,BrkFace,264.0,275,0,3,2,COD,96000,30,9,9,0,987,319.5,1.5
RM,8546,Lvl,Gtl,Edwards,Norm,1Fam,1Story,2003,2004,None,440.0,132,64,3,2,WD ,140000,20,9,12,0,1121,560.5,2.0
RM,7407,Lvl,Gtl,OldTown,Artery,1Fam,1Story,1957,1996,None,923.0,0,158,3,2,WD ,149700,42,9,9,0,1236,756.0,1.0
RL,10140,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1975,1975,None,495.0,0,88,3,3,WD ,153500,30,9,12,0,1074,922.0,1.5
A (agr),14584,Low,Mod,IDOTRR,Norm,1Fam,1Story,1952,1952,None,487.0,0,0,2,2,WD ,13100,5,2,0,0,733,0.0,1.0
RL,8158,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2003,2003,BrkFace,543.0,0,63,4,3,WD ,224900,35,12,12,0,1768,717.0,2.5
FV,7500,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2005,2005,None,453.0,38,144,4,3,WD ,176000,35,12,12,3,1266,628.5,2.0
RL,10678,Lvl,Gtl,NoRidge,Norm,1Fam,1.5Fin,1992,2000,BrkFace,541.0,0,33,4,4,WD ,285000,40,12,12,3,2872,1191.5,2.5
RL,15256,Lvl,Gtl,Somerst,RRAn,1Fam,1Story,2007,2007,Stone,754.0,168,160,4,3,WD ,282922,40,12,12,0,1464,1207.0,2.0
RL,14200,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1966,1966,BrkFace,487.0,105,66,4,4,WD ,226000,42,9,9,8,2157,684.5,2.5
RL,12438,Lvl,Gtl,StoneBr,Norm,1Fam,2Story,2006,2006,BrkFace,666.0,324,100,5,4,New,361919,40,15,20,4,2576,617.0,2.5
RL,16023,HLS,Gtl,StoneBr,Norm,1Fam,2Story,2005,2006,BrkFace,670.0,182,37,5,3,New,457347,45,20,15,4,2798,1308.0,3.5
RL,20064,Low,Sev,ClearCr,Norm,1Fam,1Story,1976,1976,None,529.0,646,0,4,0,WD ,279000,48,12,16,4,1743,51.0,0.5
RL,9819,Lvl,Mod,Mitchel,Norm,1Fam,1Story,1977,1977,None,714.0,264,32,4,2,WD ,196000,30,9,9,6,1567,1567.0,2.0
RL,10400,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1976,1976,BrkFace,479.0,0,0,3,3,WD ,152000,35,9,12,3,1370,545.0,2.0
RL,11643,Lvl,Gtl,NAmes,Artery,Duplex,2Story,1969,1969,BrkFace,968.0,0,0,3,6,WD ,200000,25,9,9,0,2634,874.0,3.0
RL,11645,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2005,2006,BrkFace,754.0,176,80,5,2,New,294900,40,12,15,0,1590,1346.0,2.5
RL,7328,Lvl,Gtl,SawyerW,Norm,1Fam,1Story,2008,2009,BrkFace,788.0,0,93,4,2,New,224243,35,12,12,0,1450,725.0,2.0
RL,7822,Bnk,Gtl,Edwards,Artery,1Fam,1.5Fin,1915,1950,None,528.0,0,0,3,3,WD ,92000,18,6,4,0,1338,416.0,2.0
RL,9018,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2007,2007,None,400.0,100,24,4,3,New,179540,35,12,12,4,1456,364.0,2.5
RL,13472,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2003,2003,BrkFace,968.0,248,105,5,3,WD ,386250,50,15,15,5,2392,1224.0,2.0
RM,1533,Lvl,Gtl,MeadowV,Norm,Twnhs,SLvl,1970,1970,None,297.0,112,97,3,2,WD ,106500,20,9,12,0,992,516.5,1.0
FV,11003,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2008,2008,Stone,812.0,168,52,5,3,WD ,310000,50,15,15,5,2007,891.0,2.5
RL,10790,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1998,1998,BrkFace,600.0,120,38,4,4,WD ,252000,35,12,12,3,2385,533.0,2.5
RL,7128,Lvl,Gtl,Crawfor,Norm,1Fam,2.5Unf,1941,1950,None,240.0,0,0,3,4,WD ,164000,35,12,9,8,1646,641.0,2.0
RL,7713,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2007,2007,Stone,400.0,100,24,4,3,New,177594,35,12,12,0,1456,364.0,2.5
RM,6240,Lvl,Gtl,BrkSide,Norm,1Fam,1.5Fin,1936,1980,None,624.0,306,0,3,2,WD ,123900,35,9,6,0,1040,402.0,1.0
RL,22420,Lvl,Gtl,Crawfor,Feedr,1Fam,2Story,1918,1950,None,864.0,0,0,3,4,WD ,239000,36,9,12,4,2624,1249.0,2.5
RL,15300,Bnk,Gtl,Mitchel,Norm,1Fam,1Story,1965,1977,None,528.0,0,0,3,2,WD ,169000,25,9,9,3,1264,555.0,1.0
RL,3196,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2003,2004,BrkFace,420.0,143,20,4,2,WD ,234000,35,12,12,3,1557,687.0,2.0
RL,9360,Bnk,Gtl,Mitchel,Norm,1Fam,SFoyer,1977,1977,None,541.0,302,39,3,2,WD ,173000,42,9,12,4,1287,841.0,1.5
RL,11241,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1970,1970,BrkFace,480.0,0,0,3,2,WD ,149000,42,9,9,3,1004,791.0,1.0
RL,9260,Lvl,Gtl,SawyerW,Norm,1Fam,1Story,2007,2007,None,483.0,0,32,4,3,WD ,170000,35,12,12,0,1162,581.0,2.0
FV,7993,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2008,2009,None,529.0,0,121,4,3,New,225000,35,12,15,0,1436,718.0,2.0
RL,9239,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1963,2003,None,300.0,168,0,4,3,WD ,144900,40,12,9,0,960,797.0,1.0
RL,10044,Low,Gtl,Edwards,Norm,1Fam,1Story,1968,1968,None,336.0,257,0,3,3,WD ,144000,30,9,12,0,1196,1133.0,1.0
RL,3182,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2004,2005,BrkFace,430.0,146,20,4,2,WD ,192000,40,12,12,3,1269,640.0,2.0
RL,7626,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1952,2005,None,230.0,0,0,4,2,WD ,145500,40,12,9,0,1031,981.0,1.0
RL,7008,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1900,1998,None,280.0,0,0,2,1,WD ,86900,32,12,4,0,720,224.0,1.0
RL,12160,Lvl,Gtl,NAmes,Feedr,1Fam,1Story,1953,1953,BrkFace,505.0,0,0,3,2,WD ,149500,24,9,9,3,1505,1264.5,1.0
RL,6305,Bnk,Gtl,Crawfor,Norm,1Fam,1Story,1938,1950,None,240.0,0,0,2,2,WD ,119750,35,12,4,4,954,460.0,1.0
RL,8846,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2005,2006,None,564.0,0,35,4,3,New,173900,30,9,12,0,1500,375.0,2.5
RL,10659,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1961,1961,None,368.0,0,319,3,3,COD,136500,30,9,9,0,1050,982.5,1.0
RL,13108,Lvl,Gtl,StoneBr,Norm,1Fam,2Story,1994,1994,None,618.0,168,12,4,4,WD ,270000,40,12,12,0,2687,1031.0,2.5
RL,13500,Lvl,Gtl,ClearCr,Norm,1Fam,1Story,1960,1975,None,564.0,409,0,3,1,WD ,235000,42,9,12,4,1252,475.5,1.0
RL,7750,Lvl,Gtl,Gilbert,Norm,1Fam,SLvl,1999,2000,None,400.0,0,0,3,3,WD ,156000,35,9,12,3,1430,192.0,2.5
RL,12450,Lvl,Gtl,SawyerW,RRAe,1Fam,1Story,2003,2004,None,576.0,0,42,4,3,WD ,153000,25,9,12,0,1114,975.0,2.0
RM,4500,Lvl,Gtl,Mitchel,Norm,TwnhsE,1Story,1999,1999,BrkFace,402.0,0,304,3,2,WD ,165000,30,9,15,0,1224,1053.5,2.0
RL,11198,Lvl,Gtl,StoneBr,Norm,1Fam,2Story,2005,2007,BrkFace,656.0,144,39,5,4,WD ,325000,45,12,16,4,2504,561.0,2.5
RL,6221,Lvl,Gtl,Crawfor,Norm,2fmCon,1.5Fin,1941,1950,None,528.0,0,0,3,3,WD ,140000,25,9,6,0,1355,630.5,2.0
RM,13200,Lvl,Gtl,IDOTRR,Norm,1Fam,SLvl,1963,1963,BrkFace,658.0,0,110,3,5,WD ,202500,36,9,9,4,2294,558.0,3.0
RL,8769,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2008,2008,BrkFace,1052.0,0,72,5,1,New,367294,45,15,15,4,1702,1621.0,1.5
RL,10200,Lvl,Gtl,Timber,Norm,1Fam,SLvl,1988,1989,BrkFace,600.0,224,0,4,3,WD ,175000,30,12,12,2,1509,1122.0,2.0
RL,9550,Lvl,Gtl,Crawfor,Norm,1Fam,2Story,1915,1970,None,642.0,0,35,4,3,WD ,140000,35,9,12,4,1717,486.0,1.0
RL,10331,Lvl,Gtl,Timber,Norm,1Fam,1Story,1985,1985,None,528.0,232,0,4,3,WD ,174000,49,9,12,0,1240,700.0,2.0
RL,9587,Lvl,Gtl,Gilbert,Norm,1Fam,SLvl,2005,2005,Stone,400.0,212,0,4,2,WD ,190000,35,12,12,0,1166,755.5,2.0
RM,9900,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1910,2002,None,0.0,0,0,3,3,WD ,129000,40,12,9,0,1464,252.0,2.0
RL,22002,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1959,1991,BrkFace,510.0,0,0,4,3,WD ,200000,42,12,9,4,1652,1489.0,1.5
RL,13000,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1968,1968,BrkFace,509.0,0,72,4,4,WD ,193500,36,12,12,4,2142,672.0,2.5
RL,8250,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1964,1964,Stone,504.0,0,0,3,3,WD ,145000,42,9,12,0,1092,939.5,1.0
RL,8170,Lvl,Gtl,Crawfor,Norm,1Fam,1.5Fin,1929,1950,BrkFace,451.0,0,0,3,4,WD ,218000,49,16,9,4,1671,774.0,2.0
RL,12048,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1952,2002,BrkFace,569.0,0,189,3,3,WD ,135000,30,9,0,5,1488,0.0,1.0
RL,10858,Lvl,Gtl,NAmes,Feedr,1Fam,1Story,1952,1952,Stone,240.0,0,40,3,2,WD ,146500,30,12,9,4,1624,742.0,1.0
RL,7577,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2005,2006,Stone,460.0,192,28,4,2,WD ,194700,30,12,12,4,1362,691.0,2.0
FV,7500,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2007,2008,Stone,462.0,168,168,4,2,New,230348,35,12,12,0,1218,1060.0,2.0
RM,6120,Lvl,Gtl,OldTown,Artery,1Fam,1Story,1923,1950,None,288.0,0,0,3,2,WD ,109500,30,9,4,4,1068,1042.0,1.0
RL,23580,Lvl,Mod,Mitchel,Norm,1Fam,1Story,1979,1979,None,576.0,136,28,2,3,WD ,242500,36,9,12,3,1625,1200.5,2.0
RL,5306,Lvl,Gtl,StoneBr,Norm,TwnhsE,2Story,1987,1987,None,504.0,441,35,4,2,WD ,239000,49,16,16,3,1767,672.0,2.0
RL,8092,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1954,2000,BrkFace,286.0,0,0,4,3,WD ,156000,48,12,9,0,1050,937.0,1.0
RL,8593,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1957,1957,None,352.0,0,0,3,3,WD ,109008,24,9,9,0,907,597.5,1.0
RM,11067,Lvl,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1939,1950,None,256.0,48,0,3,1,WD ,68104,8,9,0,0,640,0.0,1.0
RL,11929,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1995,1995,BrkFace,751.0,192,87,4,4,WD ,290000,56,12,12,3,2501,621.0,2.5
RL,9900,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1966,1966,None,504.0,0,0,3,3,ConLD,159000,25,9,12,0,1209,1134.0,1.0
RL,4882,Bnk,Mod,BrkSide,RRAn,1Fam,2Story,1937,1950,None,231.0,0,0,3,2,WD ,87000,28,9,9,0,906,234.0,1.0
RL,11423,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2001,2002,BrkFace,670.0,180,0,4,3,WD ,272000,40,12,12,3,1601,1469.5,2.0
RL,8772,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2005,2006,None,502.0,136,43,4,3,New,198000,35,12,12,0,1336,1166.0,2.0
RM,7628,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1940,1985,None,440.0,187,0,3,2,WD ,119164,24,12,9,0,1656,400.5,2.0
RL,8335,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1954,1954,None,0.0,0,36,3,3,WD ,93000,25,9,0,4,1124,0.0,1.0
RL,8220,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2000,2001,BrkFace,431.0,108,0,3,3,WD ,226750,35,12,12,3,1892,763.0,2.5
RL,10615,Bnk,Mod,OldTown,Artery,2fmCon,2Story,1900,1970,None,420.0,0,74,3,3,WD ,95000,15,9,6,0,1699,709.0,2.0
RM,6000,Lvl,Gtl,BrkSide,Norm,1Fam,1.5Fin,1948,1950,None,312.0,221,0,3,3,WD ,139900,42,9,9,0,1416,540.0,1.5
RL,5350,Lvl,Gtl,BrkSide,Norm,1Fam,1Story,1940,1966,None,0.0,263,0,2,3,WD ,76500,6,3,9,0,1306,364.0,1.0
RL,5400,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1940,2005,None,308.0,88,108,3,2,WD ,86900,28,12,9,0,672,336.0,1.0
RL,17979,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,1968,1968,None,257.0,81,0,4,3,WD ,152500,30,12,9,0,1160,949.0,1.0
RL,9520,Bnk,Mod,Edwards,Norm,1Fam,1Story,1953,1953,Stone,286.0,134,0,3,2,WD ,99000,20,9,12,0,930,839.0,1.0
RL,5330,HLS,Gtl,BrkSide,Norm,1Fam,1Story,1940,1950,None,0.0,164,0,2,2,WD ,82500,28,6,9,0,708,350.0,1.0
RL,8012,Lvl,Gtl,SawyerW,Norm,TwnhsE,1Story,1992,1992,None,529.0,0,0,4,2,WD ,179200,30,12,12,0,1575,1002.5,2.0
RL,9000,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1966,1966,None,286.0,0,88,3,3,WD ,142500,30,9,9,0,1059,916.0,1.0
RL,14299,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1964,1964,None,440.0,0,0,3,3,WD ,115400,12,9,9,0,1005,687.0,1.0
FV,7050,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2001,2001,None,650.0,0,235,4,3,WD ,226000,35,12,12,3,1929,897.5,2.5
FV,3180,Lvl,Gtl,Somerst,Norm,TwnhsE,2Story,2005,2005,None,480.0,0,166,4,2,WD ,144152,35,12,12,0,1120,300.0,2.5
RL,16451,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2003,2003,BrkFace,795.0,268,58,4,4,WD ,370000,40,12,15,4,2690,882.5,2.5
RL,12887,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,1984,1984,None,495.0,431,0,4,2,WD ,149900,35,9,12,0,833,225.0,1.0
RL,15578,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2006,2006,None,429.0,0,0,3,3,New,172785,30,12,12,0,1456,364.0,2.5
RL,7200,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1950,2002,None,720.0,194,0,4,3,WD ,129000,40,9,9,0,864,556.5,1.0
RL,17043,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1979,1998,None,435.0,192,0,3,3,WD ,181000,30,12,8,3,1586,681.0,2.0
RL,10000,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1956,1956,BrkFace,300.0,191,0,3,3,WD ,148000,30,9,9,3,1370,727.5,1.0
RL,8050,Lvl,Gtl,Edwards,Norm,1Fam,1Story,2002,2002,None,0.0,32,0,4,2,WD ,117250,30,9,12,0,914,546.0,1.0
RL,3182,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2005,2006,BrkFace,430.0,143,20,4,2,WD ,192500,35,12,12,3,1555,694.5,2.0
RM,1950,Lvl,Gtl,Blueste,Norm,Twnhs,2Story,1980,1980,None,452.0,161,0,3,3,COD,151000,36,12,12,3,1556,92.5,2.5
RL,7700,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1972,1972,None,461.0,96,0,3,3,WD ,112500,25,9,9,0,882,276.0,1.0
RL,8731,Lvl,Gtl,BrkSide,Norm,1Fam,1Story,1920,1950,None,495.0,0,0,3,3,WD ,144000,25,6,9,4,1167,780.0,1.0
RL,8232,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2007,2008,BrkFace,944.0,210,0,5,2,New,370967,45,15,15,4,1800,1502.0,2.0
RL,2280,Lvl,Gtl,NPkVill,Norm,Twnhs,2Story,1975,1975,None,440.0,173,0,4,3,WD ,149900,36,9,9,3,1456,684.5,2.5
RL,8935,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2002,2002,BrkFace,493.0,144,68,4,3,WD ,195000,35,12,12,0,1660,415.5,2.5
RL,9125,Lvl,Gtl,Gilbert,Norm,1Fam,SLvl,1992,1992,BrkFace,392.0,100,25,4,3,WD ,163900,35,9,12,3,1482,192.0,2.5
RL,11075,Lvl,Gtl,ClearCr,Norm,1Fam,1Story,1984,1984,BrkFace,552.0,0,77,3,3,WD ,182000,30,9,12,3,1522,299.0,2.0
RL,13438,HLS,Gtl,Timber,Norm,1Fam,1Story,2008,2008,Stone,780.0,90,154,5,3,WD ,410000,45,15,15,5,2036,1974.0,2.0
RL,11070,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,1991,1991,None,672.0,0,0,3,2,COD,152000,25,9,12,0,1595,818.5,2.0
RL,7800,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,2005,2005,BrkFace,462.0,144,101,4,3,WD ,184000,35,12,12,0,1686,445.5,2.5
RM,7060,Lvl,Gtl,Mitchel,Norm,Duplex,SFoyer,1997,1998,BrkFace,784.0,0,0,3,2,WD ,206300,35,12,16,0,1344,1326.5,2.0
RL,11836,Lvl,Gtl,Mitchel,Norm,Duplex,1Story,1970,1970,None,928.0,0,0,3,4,WD ,146500,25,9,9,0,1652,900.5,2.0
RL,8382,Lvl,Gtl,NAmes,Norm,1Fam,1.5Fin,1956,1956,None,263.0,0,0,3,3,WD ,108000,20,9,9,0,1337,416.0,1.0
RL,10192,Lvl,Gtl,NWAmes,Norm,1Fam,SLvl,1968,1992,BrkFace,487.0,0,98,4,4,WD ,170000,42,9,9,3,1920,285.0,3.0
RM,4426,Lvl,Gtl,CollgCr,Norm,TwnhsE,1Story,2004,2004,BrkFace,420.0,140,0,4,1,WD ,145000,30,12,12,0,848,755.0,1.0
RL,2280,Lvl,Gtl,NPkVill,Norm,Twnhs,1Story,1975,1975,None,440.0,0,27,3,2,WD ,123000,35,9,12,2,1055,435.0,2.0
RL,2887,HLS,Gtl,ClearCr,Norm,1Fam,1Story,1996,1997,None,431.0,307,0,4,2,WD ,173000,30,9,12,4,1291,1147.0,1.0
RM,8520,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1928,2003,None,484.0,106,0,3,2,WD ,105900,48,12,9,0,720,312.0,1.0
RM,1596,Lvl,Gtl,MeadowV,Norm,Twnhs,SLvl,1973,1973,None,297.0,120,101,3,2,WD ,91000,20,9,12,0,988,462.0,1.0
RL,15600,Bnk,Gtl,Crawfor,Norm,1Fam,1.5Fin,1949,2005,None,295.0,0,0,2,3,WD ,158000,35,9,9,3,1523,436.0,2.0
RL,9313,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2004,2004,None,572.0,187,56,4,3,WD ,190000,35,12,12,0,1728,432.0,2.5
RL,11064,Lvl,Gtl,Veenker,Norm,TwnhsE,1Story,1995,1995,None,477.0,172,24,4,1,WD ,217500,40,12,12,2,1239,560.0,1.5
RM,9000,Lvl,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1958,1958,BrkFace,356.0,0,0,3,4,WD ,165500,25,9,9,0,1955,740.5,2.0
RL,12000,Bnk,Gtl,Crawfor,Norm,1Fam,2Story,1941,1950,None,234.0,0,0,2,3,WD ,174500,49,9,9,4,1564,489.5,1.5
RL,7692,Bnk,Mod,Edwards,Norm,1Fam,SLvl,1954,1954,None,312.0,0,0,3,3,WD ,100000,24,9,15,0,1204,208.0,1.0
RL,14267,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1958,1958,BrkFace,312.0,393,36,4,3,WD ,172000,36,9,9,0,1329,1126.0,1.5
RL,9675,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1975,1975,None,440.0,0,80,3,3,Con,120000,30,9,9,0,879,381.0,1.0
RH,8400,Lvl,Gtl,SawyerW,Feedr,1Fam,1Story,1950,1950,None,294.0,250,0,3,2,WD ,82000,16,4,6,0,841,360.5,1.0
RL,7500,Lvl,Gtl,NAmes,Norm,1Fam,1.5Fin,1947,1950,None,649.0,0,28,3,3,WD ,127000,36,9,9,0,1312,392.0,1.5
RM,9600,Lvl,Gtl,OldTown,Norm,1Fam,2.5Unf,1917,1950,None,396.0,0,0,3,3,WD ,129500,30,9,12,4,2058,527.0,1.5
RL,5814,Lvl,Gtl,StoneBr,Norm,TwnhsE,1Story,1984,1984,None,565.0,63,0,4,1,COD,187500,40,12,12,5,1360,1128.0,1.0
RL,14860,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2002,2003,BrkFace,715.0,182,35,4,3,WD ,300000,40,12,15,4,1786,1658.0,2.0
RL,14803,Lvl,Gtl,NWAmes,Norm,1Fam,2Story,1971,1971,BrkFace,495.0,0,66,3,4,WD ,190000,30,9,9,4,1993,620.5,2.5
RL,7550,Lvl,Gtl,Edwards,Norm,1Fam,1.5Fin,1920,1950,None,280.0,0,0,3,4,WD ,96000,20,4,6,0,1362,475.5,2.0
FV,8125,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2006,2007,Stone,438.0,0,168,4,2,WD ,241000,35,12,12,0,1550,952.0,2.0
RL,13673,Lvl,Gtl,Sawyer,RRAe,1Fam,1Story,1962,1962,None,349.0,0,30,3,3,WD ,143900,25,12,9,3,1696,570.0,1.5
RM,1533,Lvl,Gtl,MeadowV,Norm,Twnhs,2Story,1970,1970,None,286.0,0,0,3,3,WD ,87550,20,9,9,0,1092,477.0,1.5
RL,7658,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2005,2005,BrkFace,576.0,196,82,5,2,WD ,319900,45,15,15,4,1752,1104.0,2.0
RL,12292,HLS,Gtl,StoneBr,Norm,1Fam,2Story,2006,2006,BrkFace,675.0,246,39,4,4,New,356383,45,12,20,4,2473,649.5,2.5
RL,11923,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2007,2007,None,702.0,288,136,5,2,WD ,239000,45,12,15,0,1800,900.0,2.0
RL,10010,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1993,1994,BrkFace,783.0,385,99,4,4,WD ,287500,35,12,12,4,2197,228.0,2.5
RM,12358,Lvl,Gtl,OldTown,Feedr,1Fam,1.5Fin,1941,1950,None,660.0,237,0,3,2,WD ,128500,30,9,9,0,854,540.0,1.5
RL,8577,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2004,2004,None,433.0,144,48,4,3,WD ,185088,35,12,12,4,1733,423.5,2.5
FV,8640,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2008,2008,None,625.0,205,126,4,3,WD ,229800,35,12,12,0,1402,701.0,2.0
RL,10447,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,1984,1984,None,288.0,140,0,3,3,WD ,124500,30,9,9,0,887,690.0,1.0
RL,9600,Lvl,Gtl,NAmes,Feedr,1Fam,1Story,1968,1968,None,504.0,0,0,3,3,WD ,142000,25,9,9,0,1051,904.5,1.0
RL,4899,HLS,Gtl,SWISU,Norm,1Fam,2Story,1920,1950,None,216.0,0,0,3,3,WD ,149000,48,9,9,0,1510,530.0,1.0
RL,9246,Lvl,Gtl,NWAmes,Feedr,Duplex,1Story,1973,1973,BrkFace,506.0,0,211,3,4,WD ,135000,25,9,9,0,1656,828.0,2.0
RL,4928,Lvl,Gtl,NPkVill,Norm,TwnhsE,1Story,1976,1976,None,440.0,0,205,3,2,WD ,128000,30,9,12,3,958,599.0,2.0
RL,12692,Lvl,Gtl,NoRidge,Norm,1Fam,1Story,1992,1993,None,546.0,264,75,4,4,WD ,430000,40,12,12,4,3228,2215.5,3.0
RL,7476,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1968,1968,None,686.0,188,0,3,3,WD ,145000,35,9,9,0,1040,926.0,1.5
RL,5362,Lvl,Gtl,Crawfor,Norm,1Fam,1.5Fin,1910,2003,None,552.0,242,0,3,3,WD ,139000,30,9,9,4,1250,330.5,2.0
RL,12090,Lvl,Gtl,NWAmes,Norm,1Fam,SLvl,1984,2003,BrkFace,477.0,268,112,3,3,WD ,178000,42,9,12,3,1868,292.5,3.5
